4-character id, ALBH
begin date, 2015-01-01
end date, 2017-01-01
longitude, -123.487470777 E
latitude, 48.3897811345 N
units, meters**0 days**-1
date, north, east, vertical, north std. deviation, east std. deviation, vertical std. deviation
2015-06-10, -2.593828e-11, -2.866724e-10, -4.296064e-10, 1.155596e-09, 1.118942e-09, 1.463272e-09
2015-06-11, 2.215215e-11, -2.354609e-10, -3.976725e-10, 1.155788e-09, 1.119069e-09, 1.464022e-09
2015-06-12, 6.537383e-11, -1.752089e-10, -3.745086e-10, 1.156277e-09, 1.119424e-09, 1.465143e-09
2015-06-13, 1.030813e-10, -1.096573e-10, -3.587280e-10, 1.157039e-09, 1.119985e-09, 1.466588e-09
2015-06-14, 4.999337e-11, -4.274386e-11, -3.479837e-10, 1.161506e-09, 1.120683e-09, 1.468265e-09
2015-06-15, 7.144218e-11, 2.166879e-11, -3.391470e-10, 1.162525e-09, 1.121424e-09, 1.470045e-09
2015-06-16, 8.976186e-11, 8.005895e-11, -3.286037e-10, 1.163504e-09, 1.122108e-09, 1.471783e-09
2015-06-17, 1.043781e-10, 1.294596e-10, -3.126352e-10, 1.164337e-09, 1.122652e-09, 1.473347e-09
2015-06-18, 1.145779e-10, 1.675832e-10, -2.878264e-10, 1.164949e-09, 1.123011e-09, 1.474630e-09
2015-06-19, 2.050794e-10, 1.928477e-10, -2.514364e-10, 1.161814e-09, 1.123180e-09, 1.475573e-09
2015-06-20, 1.998654e-10, 2.043260e-10, -2.016747e-10, 1.161952e-09, 1.123196e-09, 1.476166e-09
2015-06-21, 1.874485e-10, 8.295008e-11, -1.378519e-10, 1.161941e-09, 1.118575e-09, 1.476450e-09
2015-06-22, 1.674830e-10, 7.991477e-11, -6.040918e-11, 1.161874e-09, 1.118448e-09, 1.476502e-09
2015-06-23, 1.396926e-10, 6.215970e-11, 1.725017e-10, 1.161840e-09, 1.118383e-09, 1.478835e-09
2015-06-24, 1.039297e-10, 3.088266e-11, 2.757306e-10, 1.161909e-09, 1.118428e-09, 1.478727e-09
2015-06-25, 6.027282e-11, -1.199266e-11, 3.834655e-10, 1.162114e-09, 1.118597e-09, 1.478676e-09
2015-06-26, 9.154675e-12, -6.390616e-11, 4.915021e-10, 1.162452e-09, 1.118871e-09, 1.478743e-09
2015-06-27, -4.851560e-11, -1.218787e-10, 5.950127e-10, 1.162888e-09, 1.119205e-09, 1.478953e-09
2015-06-28, -1.112751e-10, -1.828131e-10, 6.887113e-10, 1.163363e-09, 1.119542e-09, 1.479299e-09
2015-06-29, -1.771026e-10, -2.437969e-10, 7.670949e-10, 1.163815e-09, 1.119829e-09, 1.479754e-09
2015-06-30, -2.434932e-10, -3.023264e-10, 8.247699e-10, 1.164189e-09, 1.120026e-09, 1.480276e-09
2015-07-01, -3.076020e-10, -3.564028e-10, 8.568422e-10, 1.164449e-09, 1.120116e-09, 1.480828e-09
2015-07-02, -3.664273e-10, -4.045011e-10, 7.435072e-10, 1.164587e-09, 1.120105e-09, 1.478992e-09
2015-07-03, -4.169931e-10, -4.454628e-10, 7.246439e-10, 1.164618e-09, 1.120018e-09, 1.479546e-09
2015-07-04, -4.565029e-10, -4.783858e-10, 6.734975e-10, 1.164575e-09, 1.119892e-09, 1.480099e-09
2015-07-05, -4.824669e-10, -5.025732e-10, 5.906185e-10, 1.164497e-09, 1.119758e-09, 1.480662e-09
2015-07-06, -4.928393e-10, -5.175575e-10, 4.783972e-10, 1.164418e-09, 1.119641e-09, 1.481247e-09
2015-07-07, -4.861973e-10, -5.231640e-10, 3.409575e-10, 1.164362e-09, 1.119552e-09, 1.481854e-09
2015-07-08, -4.619510e-10, -5.195580e-10, 1.839386e-10, 1.164336e-09, 1.119486e-09, 1.482464e-09
2015-07-09, -4.205255e-10, -5.072331e-10, 1.421132e-11, 1.164332e-09, 1.119434e-09, 1.483040e-09
2015-07-10, -3.634501e-10, -4.869421e-10, -1.604395e-10, 1.164334e-09, 1.119380e-09, 1.483528e-09
2015-07-11, -2.933142e-10, -4.595949e-10, -3.316659e-10, 1.164318e-09, 1.119310e-09, 1.483861e-09
2015-07-12, -2.135906e-10, -4.261541e-10, -4.909568e-10, 1.164260e-09, 1.119212e-09, 1.483976e-09
2015-07-13, -1.283574e-10, -3.875424e-10, -6.301015e-10, 1.164136e-09, 1.119080e-09, 1.483822e-09
2015-07-14, -4.196745e-11, -3.445741e-10, -7.417025e-10, 1.163932e-09, 1.118909e-09, 1.483375e-09
2015-07-15, 4.127488e-11, -2.979192e-10, -8.196939e-10, 1.163639e-09, 1.118699e-09, 1.482649e-09
2015-07-16, 1.173809e-10, -2.481180e-10, -8.598016e-10, 1.163264e-09, 1.118453e-09, 1.481703e-09
2015-07-17, 1.828659e-10, -1.956527e-10, -8.598805e-10, 1.162826e-09, 1.118182e-09, 1.480639e-09
2015-07-18, 2.348668e-10, -1.410631e-10, -8.200832e-10, 1.162358e-09, 1.117899e-09, 1.479594e-09
2015-07-19, 2.712197e-10, -8.507576e-11, -7.428447e-10, 1.161901e-09, 1.117626e-09, 1.478721e-09
2015-07-20, 2.905249e-10, -2.870013e-11, -6.326980e-10, 1.161501e-09, 1.117390e-09, 1.478166e-09
2015-07-21, 2.922128e-10, 2.675036e-11, -4.959607e-10, 1.161207e-09, 1.117224e-09, 1.478045e-09
2015-07-22, 2.766067e-10, 7.973389e-11, -3.403462e-10, 1.161054e-09, 1.117156e-09, 1.478423e-09
2015-07-23, 2.449704e-10, 1.286386e-10, -1.745456e-10, 1.161067e-09, 1.117211e-09, 1.479299e-09
2015-07-24, 1.995281e-10, 1.719707e-10, -7.807993e-12, 1.161251e-09, 1.117398e-09, 1.480607e-09
2015-07-25, 1.434309e-10, 2.085044e-10, 1.504808e-10, 1.161589e-09, 1.117707e-09, 1.482226e-09
2015-07-26, 8.063048e-11, 2.373499e-10, 2.912388e-10, 1.162045e-09, 1.118111e-09, 1.483993e-09
2015-07-27, 1.562733e-11, 2.579433e-10, 4.061592e-10, 1.162567e-09, 1.118566e-09, 1.485731e-09
2015-07-28, -4.690424e-11, 2.700001e-10, 4.882028e-10, 1.163097e-09, 1.119020e-09, 1.487267e-09
2015-07-29, -1.025562e-10, 1.822816e-10, 5.320699e-10, 1.163573e-09, 1.124161e-09, 1.488457e-09
2015-07-30, -1.476029e-10, 1.456929e-10, 5.345961e-10, 1.163945e-09, 1.124500e-09, 1.489199e-09
2015-07-31, -1.793092e-10, 1.007691e-10, 4.950123e-10, 1.164177e-09, 1.124707e-09, 1.489446e-09
2015-08-01, -1.960831e-10, 4.969355e-11, 4.150350e-10, 1.164257e-09, 1.124770e-09, 1.489210e-09
2015-08-02, -1.974757e-10, -4.822421e-12, 2.987743e-10, 1.164197e-09, 1.124704e-09, 1.488553e-09
2015-08-03, -1.840767e-10, -5.962455e-11, 1.524778e-10, 1.164030e-09, 1.124543e-09, 1.487584e-09
2015-08-04, -1.573765e-10, -1.113023e-10, -1.585323e-11, 1.163810e-09, 1.124343e-09, 1.486438e-09
2015-08-05, -1.196548e-10, -1.564824e-10, -1.969349e-10, 1.163596e-09, 1.124167e-09, 1.485260e-09
2015-08-06, -7.391652e-11, -1.921917e-10, -3.807167e-10, 1.163446e-09, 1.124073e-09, 1.484191e-09
2015-08-07, -2.383406e-11, -2.162023e-10, -5.569173e-10, 1.163402e-09, 1.124108e-09, 1.483351e-09
2015-08-08, 2.637880e-11, -2.272656e-10, -7.155660e-10, 1.163483e-09, 1.124289e-09, 1.482832e-09
2015-08-09, 7.222978e-11, -2.251798e-10, -6.691046e-10, 1.163682e-09, 1.124607e-09, 1.485260e-09
2015-08-10, 1.093505e-10, -2.107144e-10, -7.528467e-10, 1.163975e-09, 1.125025e-09, 1.485537e-09
