date           mjd            component      count          p0[mm]         p1[km]         likelihood     
2015-08-17     57251          vertical       0              nan            nan            nan            
2015-08-18     57252          vertical       0              nan            nan            nan            
2015-08-19     57253          vertical       0              nan            nan            nan            
2015-08-20     57254          vertical       0              nan            nan            nan            
2015-08-21     57255          vertical       0              nan            nan            nan            
2015-08-22     57256          vertical       0              nan            nan            nan            
2015-08-23     57257          vertical       0              nan            nan            nan            
2015-08-24     57258          vertical       0              nan            nan            nan            
2015-08-25     57259          vertical       0              nan            nan            nan            
2015-08-26     57260          vertical       0              nan            nan            nan            
2015-08-27     57261          vertical       0              nan            nan            nan            
2015-08-28     57262          vertical       0              nan            nan            nan            
2015-08-29     57263          vertical       0              nan            nan            nan            
2015-08-30     57264          vertical       0              nan            nan            nan            
2015-08-31     57265          vertical       0              nan            nan            nan            
2015-09-01     57266          vertical       0              nan            nan            nan            
2015-09-02     57267          vertical       0              nan            nan            nan            
2015-09-03     57268          vertical       0              nan            nan            nan            
2015-09-04     57269          vertical       0              nan            nan            nan            
2015-09-05     57270          vertical       0              nan            nan            nan            
2015-09-06     57271          vertical       0              nan            nan            nan            
2015-09-07     57272          vertical       0              nan            nan            nan            
2015-09-08     57273          vertical       0              nan            nan            nan            
2015-09-09     57274          vertical       0              nan            nan            nan            
2015-09-10     57275          vertical       0              nan            nan            nan            
2015-09-11     57276          vertical       0              nan            nan            nan            
2015-09-12     57277          vertical       0              nan            nan            nan            
2015-09-13     57278          vertical       0              nan            nan            nan            
2015-09-14     57279          vertical       0              nan            nan            nan            
2015-09-15     57280          vertical       0              nan            nan            nan            
2015-09-16     57281          vertical       0              nan            nan            nan            
2015-09-17     57282          vertical       0              nan            nan            nan            
2015-09-18     57283          vertical       0              nan            nan            nan            
2015-09-19     57284          vertical       0              nan            nan            nan            
2015-09-20     57285          vertical       0              nan            nan            nan            
2015-09-21     57286          vertical       0              nan            nan            nan            
2015-09-22     57287          vertical       0              nan            nan            nan            
2015-09-23     57288          vertical       0              nan            nan            nan            
2015-09-24     57289          vertical       0              nan            nan            nan            
2015-09-25     57290          vertical       0              nan            nan            nan            
2015-09-26     57291          vertical       0              nan            nan            nan            
2015-09-27     57292          vertical       0              nan            nan            nan            
2015-09-28     57293          vertical       0              nan            nan            nan            
2015-09-29     57294          vertical       0              nan            nan            nan            
2015-09-30     57295          vertical       0              nan            nan            nan            
2015-10-01     57296          vertical       0              nan            nan            nan            
2015-10-02     57297          vertical       0              nan            nan            nan            
2015-10-03     57298          vertical       0              nan            nan            nan            
2015-10-04     57299          vertical       0              nan            nan            nan            
2015-10-05     57300          vertical       0              nan            nan            nan            
2015-10-06     57301          vertical       0              nan            nan            nan            
2015-10-07     57302          vertical       0              nan            nan            nan            
2015-10-08     57303          vertical       0              nan            nan            nan            
2015-10-09     57304          vertical       0              nan            nan            nan            
2015-10-10     57305          vertical       0              nan            nan            nan            
2015-10-11     57306          vertical       0              nan            nan            nan            
2015-10-12     57307          vertical       0              nan            nan            nan            
2015-10-13     57308          vertical       0              nan            nan            nan            
2015-10-14     57309          vertical       0              nan            nan            nan            
2015-10-15     57310          vertical       0              nan            nan            nan            
2015-10-16     57311          vertical       0              nan            nan            nan            
2015-10-17     57312          vertical       0              nan            nan            nan            
2015-10-18     57313          vertical       0              nan            nan            nan            
2015-10-19     57314          vertical       0              nan            nan            nan            
2015-10-20     57315          vertical       0              nan            nan            nan            
2015-10-21     57316          vertical       0              nan            nan            nan            
2015-10-22     57317          vertical       0              nan            nan            nan            
2015-10-23     57318          vertical       0              nan            nan            nan            
2015-10-24     57319          vertical       0              nan            nan            nan            
2015-10-25     57320          vertical       0              nan            nan            nan            
2015-10-26     57321          vertical       0              nan            nan            nan            
2015-10-27     57322          vertical       0              nan            nan            nan            
2015-10-28     57323          vertical       0              nan            nan            nan            
2015-10-29     57324          vertical       0              nan            nan            nan            
2015-10-30     57325          vertical       0              nan            nan            nan            
2015-10-31     57326          vertical       0              nan            nan            nan            
2015-11-01     57327          vertical       0              nan            nan            nan            
2015-11-02     57328          vertical       0              nan            nan            nan            
2015-11-03     57329          vertical       0              nan            nan            nan            
2015-11-04     57330          vertical       0              nan            nan            nan            
2015-11-05     57331          vertical       0              nan            nan            nan            
2015-11-06     57332          vertical       0              nan            nan            nan            
2015-11-07     57333          vertical       0              nan            nan            nan            
2015-11-08     57334          vertical       0              nan            nan            nan            
2015-11-09     57335          vertical       0              nan            nan            nan            
2015-11-10     57336          vertical       0              nan            nan            nan            
2015-11-11     57337          vertical       0              nan            nan            nan            
2015-11-12     57338          vertical       0              nan            nan            nan            
2015-11-13     57339          vertical       0              nan            nan            nan            
2015-11-14     57340          vertical       0              nan            nan            nan            
2015-11-15     57341          vertical       0              nan            nan            nan            
2015-11-16     57342          vertical       0              nan            nan            nan            
2015-11-17     57343          vertical       0              nan            nan            nan            
2015-11-18     57344          vertical       0              nan            nan            nan            
2015-11-19     57345          vertical       0              nan            nan            nan            
2015-11-20     57346          vertical       0              nan            nan            nan            
2015-11-21     57347          vertical       0              nan            nan            nan            
2015-11-22     57348          vertical       0              nan            nan            nan            
2015-11-23     57349          vertical       0              nan            nan            nan            
2015-11-24     57350          vertical       0              nan            nan            nan            
2015-11-25     57351          vertical       0              nan            nan            nan            
2015-11-26     57352          vertical       0              nan            nan            nan            
2015-11-27     57353          vertical       0              nan            nan            nan            
2015-11-28     57354          vertical       0              nan            nan            nan            
2015-11-29     57355          vertical       0              nan            nan            nan            
2015-11-30     57356          vertical       0              nan            nan            nan            
2015-12-01     57357          vertical       0              nan            nan            nan            
2015-12-02     57358          vertical       29             1.6231e-09     7.8043e+10     -8.2961e+01    
2015-12-03     57359          vertical       29             4.2858e-05     3.4708e+07     -5.6129e+01    
2015-12-04     57360          vertical       29             5.7657e-04     2.2960e+06     -4.0513e+01    
2015-12-05     57361          vertical       29             4.3631e-05     3.7546e+07     -2.9486e+01    
2015-12-06     57362          vertical       29             1.7031e-05     6.7560e+07     -2.0970e+01    
2015-12-07     57363          vertical       29             6.1306e-05     3.0069e+07     -1.4041e+01    
2015-12-08     57364          vertical       29             1.4852e-03     1.0888e+06     -8.2024e+00    
2015-12-09     57365          vertical       29             8.5976e-05     1.2521e+07     -3.1597e+00    
2015-12-10     57366          vertical       29             1.1060e-09     1.1261e+11     1.2773e+00     
2015-12-11     57367          vertical       29             2.0415e-05     3.1799e+07     5.2384e+00     
2015-12-12     57368          vertical       29             1.0981e-04     9.0906e+06     8.8151e+00     
2015-12-13     57369          vertical       29             1.9562e-08     2.5517e+10     1.2074e+01     
2015-12-14     57370          vertical       29             4.7315e-06     1.5179e+08     1.5067e+01     
2015-12-15     57371          vertical       29             1.8206e-03     1.4633e+06     1.7832e+01     
2015-12-16     57372          vertical       29             3.0947e-04     5.5731e+06     2.0401e+01     
2015-12-17     57373          vertical       29             1.0629e+05     1.8757e+06     2.2798e+01     
2015-12-18     57374          vertical       29             6.9941e+06     2.0354e+07     2.4911e+01     
2015-12-19     57375          vertical       29             1.1517e+06     4.9471e+06     2.7150e+01     
2015-12-20     57376          vertical       29             1.2112e+05     9.4898e+05     2.9144e+01     
2015-12-21     57377          vertical       29             6.6247e+06     1.2171e+07     3.0955e+01     
2015-12-22     57378          vertical       29             6.7371e+04     5.1747e+05     3.2816e+01     
2015-12-23     57379          vertical       29             2.3712e+07     2.4043e+07     3.3800e+01     
2015-12-24     57380          vertical       29             2.8818e+05     1.1609e+06     3.6132e+01     
2015-12-25     57381          vertical       29             3.4477e+05     1.2252e+06     3.7670e+01     
2015-12-26     57382          vertical       29             8.5576e+05     2.0923e+06     3.9132e+01     
2015-12-27     57383          vertical       29             1.1386e+06     2.3947e+06     4.0521e+01     
2015-12-28     57384          vertical       29             1.6341e+05     6.2533e+05     4.1845e+01     
2015-12-29     57385          vertical       29             2.9901e+07     1.9568e+07     4.1939e+01     
2015-12-30     57386          vertical       29             2.5518e+07     1.6936e+07     4.3596e+01     
2015-12-31     57387          vertical       29             2.2620e+05     6.7439e+05     4.5444e+01     
2016-01-01     57388          vertical       29             1.5608e+05     5.0098e+05     4.6538e+01     
2016-01-02     57389          vertical       29             2.1723e+05     5.9597e+05     4.7589e+01     
2016-01-03     57390          vertical       29             3.8915e+05     8.4177e+05     4.8600e+01     
2016-01-04     57391          vertical       29             2.4536e+05     5.9520e+05     4.9577e+01     
2016-01-05     57392          vertical       29             4.2004e+05     8.1688e+05     5.0525e+01     
2016-01-06     57393          vertical       29             7.9391e+05     1.2042e+06     5.1447e+01     
2016-01-07     57394          vertical       29             4.7694e+07     1.7568e+07     5.0488e+01     
2016-01-08     57395          vertical       29             1.5407e+06     1.7359e+06     5.3225e+01     
2016-01-09     57396          vertical       29             1.7341e+06     1.8065e+06     5.4087e+01     
2016-01-10     57397          vertical       29             1.0326e+07     5.7465e+06     5.4859e+01     
2016-01-11     57398          vertical       29             3.3449e+05     5.6135e+05     5.5767e+01     
2016-01-12     57399          vertical       29             2.8025e+07     1.0383e+07     5.6142e+01     
2016-01-13     57400          vertical       29             2.6403e+05     4.5023e+05     5.7389e+01     
2016-01-14     57401          vertical       29             1.0598e+07     5.0459e+06     5.8121e+01     
2016-01-15     57402          vertical       29             4.6782e+07     1.3663e+07     5.7927e+01     
2016-01-16     57403          vertical       29             2.9850e+07     9.4972e+06     5.9174e+01     
2016-01-17     57404          vertical       29             3.9923e+07     1.1482e+07     5.9686e+01     
2016-01-18     57405          vertical       29             2.0127e+06     1.5051e+06     6.1202e+01     
2016-01-19     57406          vertical       29             5.1480e+07     1.2846e+07     6.0606e+01     
2016-01-20     57407          vertical       29             1.7942e+07     6.1766e+06     6.2427e+01     
2016-01-21     57408          vertical       29             2.7751e+05     3.7502e+05     6.3320e+01     
2016-01-22     57409          vertical       29             3.9362e+05     4.6408e+05     6.3994e+01     
2016-01-23     57410          vertical       29             1.1087e+06     9.0666e+05     6.4651e+01     
2016-01-24     57411          vertical       29             3.1815e+06     1.7985e+06     6.5288e+01     
2016-01-25     57412          vertical       29             2.2982e+07     6.5845e+06     6.5655e+01     
2016-01-26     57413          vertical       29             1.4534e+05     2.2074e+05     6.6526e+01     
2016-01-27     57414          vertical       29             2.0165e+05     2.7016e+05     6.7117e+01     
2016-01-28     57415          vertical       29             4.4807e+06     2.1097e+06     6.7676e+01     
2016-01-29     57416          vertical       29             2.8328e+02     3.2245e+03     6.8247e+01     
2016-01-30     57417          vertical       29             8.3679e+01     1.3773e+03     6.8785e+01     
2016-01-31     57418          vertical       29             4.5344e+01     8.8285e+02     6.9305e+01     
2016-02-01     57419          vertical       29             3.0445e+01     6.5383e+02     6.9808e+01     
2016-02-02     57420          vertical       29             2.2831e+01     5.2208e+02     7.0294e+01     
2016-02-03     57421          vertical       29             1.8315e+01     4.3673e+02     7.0762e+01     
2016-02-04     57422          vertical       29             1.5369e+01     3.7707e+02     7.1211e+01     
2016-02-05     57423          vertical       29             1.3316e+01     3.3313e+02     7.1642e+01     
2016-02-06     57424          vertical       29             1.1815e+01     2.9949e+02     7.2054e+01     
2016-02-07     57425          vertical       29             1.0675e+01     2.7295e+02     7.2448e+01     
2016-02-08     57426          vertical       29             9.7844e+00     2.5155e+02     7.2823e+01     
2016-02-09     57427          vertical       29             9.0701e+00     2.3393e+02     7.3181e+01     
2016-02-10     57428          vertical       29             8.4831e+00     2.1914e+02     7.3523e+01     
2016-02-11     57429          vertical       29             7.9859e+00     2.0642e+02     7.3848e+01     
2016-02-12     57430          vertical       29             7.5530e+00     1.9523e+02     7.4159e+01     
2016-02-13     57431          vertical       29             7.1648e+00     1.8512e+02     7.4457e+01     
2016-02-14     57432          vertical       29             6.8087e+00     1.7580e+02     7.4744e+01     
2016-02-15     57433          vertical       29             6.4763e+00     1.6706e+02     7.5021e+01     
2016-02-16     57434          vertical       29             6.1637e+00     1.5879e+02     7.5289e+01     
2016-02-17     57435          vertical       29             5.8677e+00     1.5091e+02     7.5550e+01     
2016-02-18     57436          vertical       29             5.5880e+00     1.4339e+02     7.5804e+01     
2016-02-19     57437          vertical       29             5.3247e+00     1.3623e+02     7.6052e+01     
2016-02-20     57438          vertical       29             5.0767e+00     1.2939e+02     7.6295e+01     
2016-02-21     57439          vertical       29             4.8435e+00     1.2288e+02     7.6533e+01     
2016-02-22     57440          vertical       29             4.6259e+00     1.1670e+02     7.6767e+01     
2016-02-23     57441          vertical       29             4.4224e+00     1.1082e+02     7.6996e+01     
2016-02-24     57442          vertical       29             4.2333e+00     1.0527e+02     7.7222e+01     
2016-02-25     57443          vertical       29             4.0581e+00     1.0003e+02     7.7445e+01     
2016-02-26     57444          vertical       29             3.8961e+00     9.5082e+01     7.7665e+01     
2016-02-27     57445          vertical       29             3.7469e+00     9.0438e+01     7.7883e+01     
2016-02-28     57446          vertical       29             3.6094e+00     8.6066e+01     7.8100e+01     
2016-02-29     57447          vertical       29             3.4833e+00     8.1973e+01     7.8315e+01     
2016-03-01     57448          vertical       29             3.3682e+00     7.8154e+01     7.8530e+01     
2016-03-02     57449          vertical       29             3.2632e+00     7.4597e+01     7.8745e+01     
2016-03-03     57450          vertical       29             3.1679e+00     7.1306e+01     7.8958e+01     
2016-03-04     57451          vertical       29             3.0813e+00     6.8266e+01     7.9172e+01     
2016-03-05     57452          vertical       29             3.0026e+00     6.5467e+01     7.9385e+01     
2016-03-06     57453          vertical       29             2.9312e+00     6.2891e+01     7.9598e+01     
2016-03-07     57454          vertical       29             2.8661e+00     6.0527e+01     7.9812e+01     
2016-03-08     57455          vertical       29             2.8069e+00     5.8357e+01     8.0026e+01     
2016-03-09     57456          vertical       29             2.7526e+00     5.6360e+01     8.0242e+01     
2016-03-10     57457          vertical       29             2.7030e+00     5.4532e+01     8.0459e+01     
2016-03-11     57458          vertical       29             2.6574e+00     5.2854e+01     8.0678e+01     
2016-03-12     57459          vertical       29             2.6153e+00     5.1316e+01     8.0900e+01     
2016-03-13     57460          vertical       29             2.5762e+00     4.9896e+01     8.1123e+01     
2016-03-14     57461          vertical       29             2.5400e+00     4.8590e+01     8.1348e+01     
2016-03-15     57462          vertical       29             2.5061e+00     4.7384e+01     8.1576e+01     
2016-03-16     57463          vertical       29             2.4744e+00     4.6277e+01     8.1806e+01     
2016-03-17     57464          vertical       29             2.4445e+00     4.5253e+01     8.2037e+01     
2016-03-18     57465          vertical       29             2.4164e+00     4.4312e+01     8.2268e+01     
2016-03-19     57466          vertical       29             2.3898e+00     4.3444e+01     8.2501e+01     
2016-03-20     57467          vertical       29             2.3646e+00     4.2642e+01     8.2733e+01     
2016-03-21     57468          vertical       29             2.3406e+00     4.1894e+01     8.2966e+01     
2016-03-22     57469          vertical       29             2.3178e+00     4.1198e+01     8.3200e+01     
2016-03-23     57470          vertical       29             2.2964e+00     4.0543e+01     8.3433e+01     
2016-03-24     57471          vertical       29             2.2761e+00     3.9924e+01     8.3667e+01     
2016-03-25     57472          vertical       29             2.2570e+00     3.9335e+01     8.3902e+01     
2016-03-26     57473          vertical       29             2.2390e+00     3.8770e+01     8.4137e+01     
2016-03-27     57474          vertical       29             2.2224e+00     3.8232e+01     8.4372e+01     
2016-03-28     57475          vertical       29             2.2070e+00     3.7722e+01     8.4607e+01     
2016-03-29     57476          vertical       29             2.1929e+00     3.7237e+01     8.4842e+01     
2016-03-30     57477          vertical       29             2.1799e+00     3.6784e+01     8.5077e+01     
2016-03-31     57478          vertical       29             2.1681e+00     3.6357e+01     8.5310e+01     
2016-04-01     57479          vertical       29             2.1574e+00     3.5960e+01     8.5543e+01     
2016-04-02     57480          vertical       29             2.1476e+00     3.5597e+01     8.5773e+01     
2016-04-03     57481          vertical       29             2.1386e+00     3.5266e+01     8.6002e+01     
2016-04-04     57482          vertical       29             2.1307e+00     3.4968e+01     8.6228e+01     
2016-04-05     57483          vertical       29             2.1235e+00     3.4706e+01     8.6453e+01     
2016-04-06     57484          vertical       29             2.1171e+00     3.4480e+01     8.6674e+01     
2016-04-07     57485          vertical       29             2.1115e+00     3.4294e+01     8.6893e+01     
2016-04-08     57486          vertical       29             2.1066e+00     3.4145e+01     8.7110e+01     
2016-04-09     57487          vertical       29             2.1022e+00     3.4041e+01     8.7323e+01     
2016-04-10     57488          vertical       29             2.0987e+00     3.3980e+01     8.7534e+01     
2016-04-11     57489          vertical       29             2.0957e+00     3.3964e+01     8.7742e+01     
2016-04-12     57490          vertical       29             2.0936e+00     3.3999e+01     8.7947e+01     
2016-04-13     57491          vertical       29             2.0924e+00     3.4097e+01     8.8149e+01     
2016-04-14     57492          vertical       29             2.0921e+00     3.4258e+01     8.8348e+01     
2016-04-15     57493          vertical       29             2.0928e+00     3.4488e+01     8.8544e+01     
2016-04-16     57494          vertical       29             2.0946e+00     3.4787e+01     8.8736e+01     
2016-04-17     57495          vertical       29             2.0975e+00     3.5159e+01     8.8924e+01     
2016-04-18     57496          vertical       29             2.1014e+00     3.5594e+01     8.9108e+01     
2016-04-19     57497          vertical       29             2.1065e+00     3.6096e+01     8.9289e+01     
2016-04-20     57498          vertical       29             2.1126e+00     3.6647e+01     8.9466e+01     
2016-04-21     57499          vertical       29             2.1198e+00     3.7247e+01     8.9640e+01     
2016-04-22     57500          vertical       29             2.1280e+00     3.7879e+01     8.9812e+01     
2016-04-23     57501          vertical       29             2.1373e+00     3.8542e+01     8.9983e+01     
2016-04-24     57502          vertical       29             2.1474e+00     3.9222e+01     9.0152e+01     
2016-04-25     57503          vertical       29             2.1584e+00     3.9918e+01     9.0320e+01     
2016-04-26     57504          vertical       29             2.1705e+00     4.0628e+01     9.0488e+01     
2016-04-27     57505          vertical       29             2.1837e+00     4.1355e+01     9.0656e+01     
2016-04-28     57506          vertical       29             2.1979e+00     4.2095e+01     9.0824e+01     
2016-04-29     57507          vertical       29             2.2131e+00     4.2845e+01     9.0992e+01     
2016-04-30     57508          vertical       29             2.2294e+00     4.3610e+01     9.1161e+01     
2016-05-01     57509          vertical       29             2.2469e+00     4.4391e+01     9.1331e+01     
2016-05-02     57510          vertical       29             2.2657e+00     4.5192e+01     9.1501e+01     
2016-05-03     57511          vertical       29             2.2856e+00     4.6005e+01     9.1673e+01     
2016-05-04     57512          vertical       29             2.3069e+00     4.6844e+01     9.1846e+01     
2016-05-05     57513          vertical       29             2.3299e+00     4.7707e+01     9.2021e+01     
2016-05-06     57514          vertical       29             2.3542e+00     4.8591e+01     9.2199e+01     
2016-05-07     57515          vertical       29             2.3805e+00     4.9503e+01     9.2379e+01     
2016-05-08     57516          vertical       29             2.4086e+00     5.0453e+01     9.2562e+01     
2016-05-09     57517          vertical       29             2.4386e+00     5.1428e+01     9.2747e+01     
2016-05-10     57518          vertical       29             2.4708e+00     5.2448e+01     9.2934e+01     
2016-05-11     57519          vertical       29             2.5050e+00     5.3504e+01     9.3123e+01     
2016-05-12     57520          vertical       29             2.5413e+00     5.4604e+01     9.3314e+01     
2016-05-13     57521          vertical       29             2.5796e+00     5.5745e+01     9.3506e+01     
2016-05-14     57522          vertical       29             2.6200e+00     5.6933e+01     9.3699e+01     
2016-05-15     57523          vertical       29             2.6625e+00     5.8166e+01     9.3893e+01     
2016-05-16     57524          vertical       29             2.7072e+00     5.9450e+01     9.4088e+01     
2016-05-17     57525          vertical       29             2.7536e+00     6.0773e+01     9.4284e+01     
2016-05-18     57526          vertical       29             2.8026e+00     6.2149e+01     9.4482e+01     
2016-05-19     57527          vertical       29             2.8537e+00     6.3575e+01     9.4680e+01     
2016-05-20     57528          vertical       29             2.9068e+00     6.5049e+01     9.4880e+01     
2016-05-21     57529          vertical       29             2.9623e+00     6.6574e+01     9.5082e+01     
2016-05-22     57530          vertical       29             3.0200e+00     6.8153e+01     9.5285e+01     
2016-05-23     57531          vertical       29             3.0796e+00     6.9778e+01     9.5490e+01     
2016-05-24     57532          vertical       29             3.1413e+00     7.1454e+01     9.5696e+01     
2016-05-25     57533          vertical       29             3.2048e+00     7.3180e+01     9.5905e+01     
2016-05-26     57534          vertical       29             3.2702e+00     7.4954e+01     9.6114e+01     
2016-05-27     57535          vertical       29             3.3370e+00     7.6769e+01     9.6326e+01     
2016-05-28     57536          vertical       29             3.4052e+00     7.8626e+01     9.6538e+01     
2016-05-29     57537          vertical       29             3.4743e+00     8.0518e+01     9.6752e+01     
2016-05-30     57538          vertical       29             3.5442e+00     8.2444e+01     9.6968e+01     
2016-05-31     57539          vertical       29             3.6147e+00     8.4406e+01     9.7185e+01     
2016-06-01     57540          vertical       29             3.6857e+00     8.6395e+01     9.7404e+01     
2016-06-02     57541          vertical       29             3.7563e+00     8.8393e+01     9.7625e+01     
2016-06-03     57542          vertical       29             3.8268e+00     9.0407e+01     9.7849e+01     
2016-06-04     57543          vertical       29             3.8971e+00     9.2428e+01     9.8077e+01     
2016-06-05     57544          vertical       29             3.9666e+00     9.4441e+01     9.8309e+01     
2016-06-06     57545          vertical       29             4.0345e+00     9.6420e+01     9.8546e+01     
2016-06-07     57546          vertical       29             4.1007e+00     9.8358e+01     9.8788e+01     
2016-06-08     57547          vertical       29             4.1643e+00     1.0023e+02     9.9038e+01     
2016-06-09     57548          vertical       29             4.2245e+00     1.0202e+02     9.9295e+01     
2016-06-10     57549          vertical       29             4.2806e+00     1.0370e+02     9.9560e+01     
2016-06-11     57550          vertical       29             4.3312e+00     1.0523e+02     9.9834e+01     
2016-06-12     57551          vertical       29             4.3753e+00     1.0660e+02     1.0012e+02     
2016-06-13     57552          vertical       29             4.4127e+00     1.0779e+02     1.0041e+02     
2016-06-14     57553          vertical       29             4.4419e+00     1.0877e+02     1.0071e+02     
2016-06-15     57554          vertical       29             4.4621e+00     1.0952e+02     1.0102e+02     
2016-06-16     57555          vertical       29             4.4729e+00     1.1002e+02     1.0134e+02     
2016-06-17     57556          vertical       29             4.4737e+00     1.1025e+02     1.0167e+02     
2016-06-18     57557          vertical       29             4.4641e+00     1.1021e+02     1.0202e+02     
2016-06-19     57558          vertical       29             4.4441e+00     1.0987e+02     1.0237e+02     
2016-06-20     57559          vertical       29             4.4148e+00     1.0928e+02     1.0274e+02     
2016-06-21     57560          vertical       29             4.3753e+00     1.0839e+02     1.0311e+02     
2016-06-22     57561          vertical       29             4.3274e+00     1.0725e+02     1.0350e+02     
2016-06-23     57562          vertical       29             4.2711e+00     1.0585e+02     1.0390e+02     
2016-06-24     57563          vertical       29             4.2072e+00     1.0421e+02     1.0431e+02     
2016-06-25     57564          vertical       29             4.1366e+00     1.0234e+02     1.0473e+02     
2016-06-26     57565          vertical       29             4.0609e+00     1.0027e+02     1.0516e+02     
2016-06-27     57566          vertical       29             3.9807e+00     9.8025e+01     1.0560e+02     
2016-06-28     57567          vertical       29             3.8978e+00     9.5635e+01     1.0606e+02     
2016-06-29     57568          vertical       29             3.8132e+00     9.3134e+01     1.0652e+02     
2016-06-30     57569          vertical       29             3.7276e+00     9.0533e+01     1.0699e+02     
2016-07-01     57570          vertical       29             3.6425e+00     8.7880e+01     1.0748e+02     
2016-07-02     57571          vertical       29             3.5589e+00     8.5203e+01     1.0797e+02     
2016-07-03     57572          vertical       29             3.4776e+00     8.2519e+01     1.0848e+02     
2016-07-04     57573          vertical       29             3.3994e+00     7.9866e+01     1.0899e+02     
2016-07-05     57574          vertical       29             3.3247e+00     7.7252e+01     1.0951e+02     
2016-07-06     57575          vertical       29             3.2542e+00     7.4710e+01     1.1004e+02     
2016-07-07     57576          vertical       29             3.1876e+00     7.2238e+01     1.1058e+02     
2016-07-08     57577          vertical       29             3.1254e+00     6.9860e+01     1.1112e+02     
2016-07-09     57578          vertical       29             1.5627e+01     2.9612e+00     1.1271e+02     
2016-07-10     57579          vertical       29             1.5936e+01     2.9582e+00     1.1293e+02     
2016-07-11     57580          vertical       29             2.9639e+00     6.3291e+01     1.1278e+02     
2016-07-12     57581          vertical       29             1.6525e+01     2.9531e+00     1.1335e+02     
2016-07-13     57582          vertical       29             1.6807e+01     2.9512e+00     1.1355e+02     
2016-07-14     57583          vertical       29             1.7082e+01     2.9490e+00     1.1375e+02     
2016-07-15     57584          vertical       29             1.7351e+01     2.9472e+00     1.1395e+02     
2016-07-16     57585          vertical       29             1.7615e+01     2.9454e+00     1.1415e+02     
2016-07-17     57586          vertical       29             1.7873e+01     2.9437e+00     1.1434e+02     
2016-07-18     57587          vertical       29             1.8126e+01     2.9421e+00     1.1453e+02     
2016-07-19     57588          vertical       29             2.7029e+00     5.0050e+01     1.1741e+02     
2016-07-20     57589          vertical       29             2.6842e+00     4.8775e+01     1.1800e+02     
2016-07-21     57590          vertical       29             1.8859e+01     2.9377e+00     1.1509e+02     
2016-07-22     57591          vertical       29             1.9095e+01     2.9364e+00     1.1527e+02     
2016-07-23     57592          vertical       29             1.9327e+01     2.9349e+00     1.1545e+02     
2016-07-24     57593          vertical       29             1.9555e+01     2.9335e+00     1.1563e+02     
2016-07-25     57594          vertical       29             1.9781e+01     2.9320e+00     1.1580e+02     
2016-07-26     57595          vertical       29             2.0002e+01     2.9306e+00     1.1597e+02     
2016-07-27     57596          vertical       29             2.0221e+01     2.9292e+00     1.1614e+02     
2016-07-28     57597          vertical       29             2.0436e+01     2.9276e+00     1.1631e+02     
2016-07-29     57598          vertical       29             2.0648e+01     2.9261e+00     1.1647e+02     
2016-07-30     57599          vertical       29             2.0858e+01     2.9244e+00     1.1663e+02     
2016-07-31     57600          vertical       29             2.1064e+01     2.9226e+00     1.1679e+02     
2016-08-01     57601          vertical       29             2.1268e+01     2.9204e+00     1.1695e+02     
2016-08-02     57602          vertical       29             2.1468e+01     2.9184e+00     1.1710e+02     
2016-08-03     57603          vertical       29             2.1667e+01     2.9161e+00     1.1725e+02     
2016-08-04     57604          vertical       29             2.1862e+01     2.9139e+00     1.1740e+02     
2016-08-05     57605          vertical       29             2.2055e+01     2.9113e+00     1.1755e+02     
2016-08-06     57606          vertical       29             2.2244e+01     2.9087e+00     1.1769e+02     
2016-08-07     57607          vertical       29             2.2432e+01     2.9060e+00     1.1783e+02     
2016-08-08     57608          vertical       29             2.2616e+01     2.9031e+00     1.1797e+02     
2016-08-09     57609          vertical       29             2.2798e+01     2.9005e+00     1.1811e+02     
2016-08-10     57610          vertical       29             2.2977e+01     2.8974e+00     1.1825e+02     
2016-08-11     57611          vertical       29             2.3154e+01     2.8949e+00     1.1838e+02     
2016-08-12     57612          vertical       29             2.3328e+01     2.8924e+00     1.1851e+02     
2016-08-13     57613          vertical       29             2.3499e+01     2.8899e+00     1.1864e+02     
2016-08-14     57614          vertical       29             2.3667e+01     2.8874e+00     1.1876e+02     
2016-08-15     57615          vertical       29             2.3833e+01     2.8851e+00     1.1889e+02     
2016-08-16     57616          vertical       29             2.3996e+01     2.8829e+00     1.1901e+02     
2016-08-17     57617          vertical       29             2.4157e+01     2.8811e+00     1.1913e+02     
2016-08-18     57618          vertical       29             2.4315e+01     2.8793e+00     1.1924e+02     
2016-08-19     57619          vertical       29             2.4470e+01     2.8779e+00     1.1936e+02     
2016-08-20     57620          vertical       29             2.4623e+01     2.8763e+00     1.1947e+02     
2016-08-21     57621          vertical       29             2.4774e+01     2.8750e+00     1.1958e+02     
2016-08-22     57622          vertical       29             2.4922e+01     2.8742e+00     1.1969e+02     
2016-08-23     57623          vertical       29             2.5067e+01     2.8735e+00     1.1979e+02     
2016-08-24     57624          vertical       29             2.5210e+01     2.8729e+00     1.1990e+02     
2016-08-25     57625          vertical       29             2.5351e+01     2.8727e+00     1.2000e+02     
2016-08-26     57626          vertical       29             2.5489e+01     2.8725e+00     1.2010e+02     
2016-08-27     57627          vertical       29             2.5625e+01     2.8728e+00     1.2020e+02     
2016-08-28     57628          vertical       29             2.5758e+01     2.8730e+00     1.2030e+02     
2016-08-29     57629          vertical       29             2.5889e+01     2.8738e+00     1.2039e+02     
